"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Respostas,Navegação,"Visitas ao perfil","Toques em figurinhas",Seguimentos
18039903059694389,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"10/19/2025 08:11",https://www.instagram.com/stories/institutolucianeprado/3746911550133281474,"Story do Instagram",,Total,450,355,6,0,0,390,,,
18094058989838479,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"10/19/2025 08:10",https://www.instagram.com/stories/institutolucianeprado/3746911337180058496,"Story do Instagram",,Total,486,377,7,0,0,376,,2,
18077650877165923,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"10/19/2025 07:10",https://www.instagram.com/stories/institutolucianeprado/3746880942812183021,"Story do Instagram",,Total,606,477,15,0,1,445,3,20,
18043961783457616,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,41,"10/18/2025 03:51",https://www.instagram.com/stories/institutolucianeprado/3746056061577106461,"Story do Instagram",,Total,405,333,10,0,5,381,1,,
18027068396748933,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"10/17/2025 19:03",https://www.instagram.com/stories/institutolucianeprado/3745790375697081377,"Story do Instagram",,Total,567,473,5,0,1,470,,17,
18526704652004677,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Glow natural para pele antes de momentos especiais ✨ Lhala Peel para uma pele luminosa e macia @yasminpugliesi  @danyfreitas_",54,"10/17/2025 10:50",https://www.instagram.com/stories/institutolucianeprado/3745542331655296882,"Story do Instagram",,Total,1007,759,4,0,2,382,,,
17926575885016751,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",@yasminpugliesi,23,"10/17/2025 10:46",https://www.instagram.com/stories/institutolucianeprado/3745539924997231181,"Story do Instagram",,Total,969,746,7,1,0,403,2,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18038318108687497.",Total,535,438,5,2,0,452,,,
18046559552385138,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Sustentação e estímulo de colágeno com fios. O toque certo para revitalizar a pele! @drosternopotenciano",16,"10/16/2025 14:48",https://www.instagram.com/stories/institutolucianeprado/3744936880349702638,"Story do Instagram",,Total,258,232,0,0,0,239,1,,
17901967299146935,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@danyfreitas_  10 Therma atuando  no rosto para uma pele mais firme e contornada!",25,"10/16/2025 14:43",https://www.instagram.com/stories/institutolucianeprado/3744934385242136630,"Story do Instagram",,Total,356,293,0,0,0,253,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18081342943839779.",Total,293,248,1,0,0,230,,,
18068805608023640,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,60,"10/16/2025 14:13",https://www.instagram.com/stories/institutolucianeprado/3744919465733704776,"Story do Instagram",,Total,315,271,4,0,0,278,1,,
17848682448544581,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",.,15,"10/15/2025 14:06",https://www.instagram.com/stories/institutolucianeprado/3744191107388547017,"Story do Instagram",,Total,141,113,1,0,0,126,1,,
18154923913402421,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","📷 @drosternopotenciano @igorflaviofoto @fabulaprodutora  elegância em cada detalhe! Da produção ao resultado, ✨",21,"10/14/2025 12:42",https://www.instagram.com/stories/institutolucianeprado/3743423921841622993,"Story do Instagram",,Total,1303,1028,5,9,0,236,3,,
18174632371321580,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@igorflaviofoto @yasminpugliesi @fabulaprodutora  @agenciatoon  Luz, câmera, arte! ✨ Behind the scene 🎬",20,"10/14/2025 12:37",https://www.instagram.com/stories/institutolucianeprado/3743421684859875876,"Story do Instagram",,Total,869,664,3,0,0,241,,,
18076663592064505,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Curadoria de novas tecnologias O que há de mais avançado para oferecer sempre o melhor cuidado aos nossos pacientes @danyfreitas_ @yasminpugliesi",23,"09/02/2025 07:21",https://www.instagram.com/stories/institutolucianeprado/3712821950100275513,"Story do Instagram",,Total,814,620,4,1,2,438,1,,
18054805223624412,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@clinica.corporelle @thaispugliesi  Novo espaço, mesma essência ✨ A Corporelle agora está em um ambiente ainda mais moderno e acolhedor, pronto para receber você.",20,"09/02/2025 07:11",https://www.instagram.com/stories/institutolucianeprado/3712816874975669984,"Story do Instagram",,Total,871,560,16,0,7,414,1,,
18076371686167871,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@yasminpugliesi @drosternopotenciano",23,"10/14/2025 08:53",https://www.instagram.com/stories/institutolucianeprado/3743308842646155841,"Story do Instagram",,Total,1424,1100,5,0,0,271,,,
18044986403673314,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,51,"10/14/2025 08:10",https://www.instagram.com/stories/institutolucianeprado/3743287150326639283,"Story do Instagram",,Total,328,280,3,0,0,310,,,
18065078042082147,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@yasminpugliesi @drosternopotenciano",9,"10/14/2025 07:57",https://www.instagram.com/stories/institutolucianeprado/3743280508746889845,"Story do Instagram",,Total,1439,1063,8,1,1,240,,,1
18085325650749313,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","BACKSTAGE @agenciatoon 
@thiagoaquinodias 
@yasminpugliesi 
@fabulaprodutora",0,"10/14/2025 06:59",https://www.instagram.com/stories/institutolucianeprado/3743251430425820805,"Story do Instagram",,Total,1100,794,3,0,0,325,,6,
18052804433306577,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Manhã de produções por aqui  @agenciatoon 
@igorflaviofoto 
@thiagoaquinodias",0,"10/14/2025 06:49",https://www.instagram.com/stories/institutolucianeprado/3743246380316003591,"Story do Instagram",,Total,1064,834,2,0,0,337,1,2,
18076046276129151,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"10/13/2025 14:06",https://www.instagram.com/stories/institutolucianeprado/3742741489773635565,"Story do Instagram",,Total,400,310,7,0,1,361,3,,
17922582780158750,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Antes _____________________________ Depois ___________________ Preenchimento pra amenizar as marcas de acne. Suaviza as cicatrizes e deixa a pele mais uniforme!",0,"10/13/2025 06:33",https://www.instagram.com/stories/institutolucianeprado/3742513555681873068,"Story do Instagram",,Total,341,284,6,0,1,311,,,
17859453912517255,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",@drosternopotenciano,16,"10/13/2025 06:28",https://www.instagram.com/stories/institutolucianeprado/3742511018044078915,"Story do Instagram",,Total,517,426,3,0,0,311,,,
18165465208372409,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Um cuidado que começa com o diagnóstico! Exame essencial para entender a saúde da pele e cabelo. @drosternopotenciano",16,"10/13/2025 06:24",https://www.instagram.com/stories/institutolucianeprado/3742509647051890391,"Story do Instagram",,Total,577,455,5,0,0,324,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18065167361599039.",Total,423,350,8,1,2,354,1,,
18026405834534588,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,60,"10/12/2025 11:21",https://www.instagram.com/stories/institutolucianeprado/3741933791661263830,"Story do Instagram",,Total,270,237,1,0,0,249,1,,
18114367225476932,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Como Palmas cresceu!!!",36,"10/12/2025 08:51",https://www.instagram.com/stories/institutolucianeprado/3741858638516497230,"Story do Instagram",,Total,338,302,3,0,0,312,1,,
17918049228186903,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Paz de Cristo!!",47,"10/12/2025 08:46",https://www.instagram.com/stories/institutolucianeprado/3741856797502274947,"Story do Instagram",,Total,383,335,7,1,1,354,,,
18346620256165519,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"10/11/2025 08:11",https://www.instagram.com/stories/institutolucianeprado/3741113235793814723,"Story do Instagram",,Total,438,377,2,0,0,391,3,7,
18056762876553226,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@danyfreitas_  Sessão de remoção em andamento✨ O laser clareia a pele de forma progressiva",20,"10/09/2025 12:25",https://www.instagram.com/stories/institutolucianeprado/3739791743773718575,"Story do Instagram",,Total,234,196,1,0,0,166,1,,
17924148792137577,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Diga adeus à papada 👋 Firmeza e definição com tecnologia! @danyfreitas_ @thaispugliesi",28,"10/09/2025 12:21",https://www.instagram.com/stories/institutolucianeprado/3739789583681985747,"Story do Instagram",,Total,251,210,3,0,0,176,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17884382334259917.",Total,404,324,2,0,0,204,1,,
18106536706592432,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,60,"10/09/2025 04:24",https://www.instagram.com/stories/institutolucianeprado/3739549620032798304,"Story do Instagram",,Total,224,192,4,3,0,208,4,,
18066295037595454,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"10/08/2025 14:48",https://www.instagram.com/stories/institutolucianeprado/3739138789784707308,"Story do Instagram",,Total,303,242,4,1,0,249,,8,
18026615306737038,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Adeus à tatuagem indesejada 👋 Processo gradual, resultado definitivo. @danyfreitas_",31,"10/08/2025 13:18",https://www.instagram.com/stories/institutolucianeprado/3739093759503283703,"Story do Instagram",,Total,342,280,1,0,0,251,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 17925121752017067.",Total,466,366,3,2,0,251,,,
18114328708544291,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","O toque certo faz toda diferença no perfil! 💉Masculinização com naturalidade",40,"10/08/2025 13:12",https://www.instagram.com/stories/institutolucianeprado/3739090624957300565,"Story do Instagram",,Total,283,257,2,0,0,267,2,,
18075194141135828,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Recado importante para os homens ⚠️ @drosternopotenciano",22,"10/08/2025 13:06",https://www.instagram.com/stories/institutolucianeprado/3739087633873279680,"Story do Instagram",,Total,569,450,6,0,2,307,2,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18064804271610533.",Total,317,278,3,0,0,264,1,,
18534911530032082,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Mais força, brilho e vitalidade! Estimulo capilar com laser RedTouch @danyfreitas_",20,"10/07/2025 08:40",https://www.instagram.com/stories/institutolucianeprado/3738228866787841945,"Story do Instagram",,Total,398,341,3,0,0,293,,,
18089889010870051,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Iniciando nossa manhã com um treinamento mais que especial ✨ @nandamacvendas",16,"10/07/2025 07:31",https://www.instagram.com/stories/institutolucianeprado/3738194057000675861,"Story do Instagram",,Total,334,280,8,1,1,278,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18102200764558992.",Total,331,274,4,0,1,257,1,,
17976228188926333,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,15,"10/07/2025 04:21",https://www.instagram.com/stories/institutolucianeprado/3738098303900868940,"Story do Instagram",,Total,311,254,8,0,1,290,4,,
17943303210063598,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,34,"10/06/2025 10:10",https://www.instagram.com/stories/institutolucianeprado/3737549197927260126,"Story do Instagram",,Total,472,378,8,0,3,405,2,14,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18147351622416961.",Total,205,167,2,0,0,183,2,,
18093668938759911,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","A ceratose actínica é um alerta da pele ⚠️ Tratar precocemente faz toda diferença! @drosternopotenciano",18,"10/02/2025 10:30",https://www.instagram.com/stories/institutolucianeprado/3734660189568144279,"Story do Instagram",,Total,433,348,3,0,0,211,,,
17961986729989435,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","A ceratose actínica é uma lesão pré-cancerosa na pele resultado da exposição crônica à radiação UV! @drosternopotenciano",25,"10/02/2025 10:26",https://www.instagram.com/stories/institutolucianeprado/3734658534713915799,"Story do Instagram",,Total,482,402,4,0,0,245,1,,
17871896646351832,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","O fotona é um tratamento eficaz contra a onicomicose ✨",18,"10/01/2025 10:01",https://www.instagram.com/stories/institutolucianeprado/3733921140209359416,"Story do Instagram",,Total,371,323,3,1,0,263,,,
17842711731586225,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Combinamos diferentes métodos para intensificar a regeneração da pele e acelerar os resultados! @julia_wolney @yasminpugliesi",13,"10/01/2025 06:24",https://www.instagram.com/stories/institutolucianeprado/3733811815323305638,"Story do Instagram",,Total,686,531,6,0,0,279,1,,
18080261225491444,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@julia_wolney @danyfreitas_  O RedTouch entra em ação estimulando colágeno e suavizando a textura da pele ✨",27,"10/01/2025 06:20",https://www.instagram.com/stories/institutolucianeprado/3733809643521064066,"Story do Instagram",,Total,509,352,4,0,0,314,,,
18063281477521764,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Após a remoção cirúrgica do queloide, iniciamos o tratamento para melhorar a aparência da cicatriz. @danyfreitas_  @julia_wolney",22,"10/01/2025 06:15",https://www.instagram.com/stories/institutolucianeprado/3733807296371817241,"Story do Instagram",,Total,761,599,7,1,1,311,,,
18224809588306036,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,12,"09/29/2025 18:44",https://www.instagram.com/stories/institutolucianeprado/3732734916111150232,"Story do Instagram",,Total,341,295,3,0,0,297,,13,
17975652689776507,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/29/2025 14:09",https://www.instagram.com/stories/institutolucianeprado/3732596314286892274,"Story do Instagram",,Total,286,235,5,0,0,275,,,
17869213152373961,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/29/2025 14:09",https://www.instagram.com/stories/institutolucianeprado/3732596312483361264,"Story do Instagram",,Total,292,245,5,0,0,276,,,
18054482228248185,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Fruta predileta do nosso Goiás!!",15,"09/29/2025 14:09",https://www.instagram.com/stories/institutolucianeprado/3732596298742781702,"Story do Instagram",,Total,298,247,6,0,1,284,1,,
18081052691054129,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","A vacina ajuda o corpo a combater as verrugas e evitar que elas voltem @yasminpugliesi",17,"09/29/2025 13:14",https://www.instagram.com/stories/institutolucianeprado/3732568499610040524,"Story do Instagram",,Total,292,254,2,1,0,255,,,
18403259065139891,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Tratamento que ativa o crescimento saudável dos fios, deixando o cabelo mais forte e resistente! @danyfreitas_",24,"09/29/2025 13:12",https://www.instagram.com/stories/institutolucianeprado/3732567622924991591,"Story do Instagram",,Total,348,280,1,0,0,263,1,,
18107850442603006,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",@drosternopotenciano,31,"09/29/2025 13:06",https://www.instagram.com/stories/institutolucianeprado/3732564812170886441,"Story do Instagram",,Total,499,407,3,0,0,285,1,,
17906670573249959,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,60,"09/28/2025 11:25",https://www.instagram.com/stories/institutolucianeprado/3731788777497068299,"Story do Instagram",,Total,324,281,2,3,1,304,,,
18058330919529842,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,44,"09/28/2025 10:42",https://www.instagram.com/stories/institutolucianeprado/3731767540972571615,"Story do Instagram",,Total,405,348,3,0,1,373,,,
17898603390295951,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,33,"09/26/2025 14:31",https://www.instagram.com/stories/institutolucianeprado/3730432969198833383,"Story do Instagram",,Total,328,269,1,0,1,299,1,6,
18523585528039767,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@yasminpugliesi  A escolha dos produtos certos impacta diretamente na saúde da nossa pele! @yasminpugliesi",25,"09/26/2025 06:09",https://www.instagram.com/stories/institutolucianeprado/3730180243357477944,"Story do Instagram",,Total,633,522,4,0,1,255,2,,
17866829175460742,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","A prática esportiva pode ser mantida com os cuidados certos!  @yasminpugliesi",29,"09/26/2025 06:08",https://www.instagram.com/stories/institutolucianeprado/3730179884710917385,"Story do Instagram",,Total,647,542,2,0,0,275,,,
18025621310750198,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","O hidratante certo é o aliado ideal contra a dermatite! @yasminpugliesi",34,"09/26/2025 06:07",https://www.instagram.com/stories/institutolucianeprado/3730179321357192783,"Story do Instagram",,Total,759,565,4,0,0,293,,,
18531030979038594,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,36,"09/26/2025 05:35",https://www.instagram.com/stories/institutolucianeprado/3730163186557518487,"Story do Instagram",,Total,363,292,5,0,0,336,2,,
18093184972814041,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,54,"09/25/2025 08:48",https://www.instagram.com/stories/institutolucianeprado/3729535672743127166,"Story do Instagram",,Total,395,337,5,0,0,362,,,
18068371183986514,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Momento de cuidado e carinho oferecido pela Cetaphil  coffee break especial para nossos pacientes ☕️ @elielder_ @cetaphilbrasil",16,"09/25/2025 07:07",https://www.instagram.com/stories/institutolucianeprado/3729484861627491712,"Story do Instagram",,Total,826,676,4,0,2,389,2,,
18165939640370163,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/24/2025 06:50",https://www.instagram.com/stories/institutolucianeprado/3728751659758481733,"Story do Instagram",,Total,255,205,2,0,0,211,1,,
18132171454455742,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/24/2025 06:50",https://www.instagram.com/stories/institutolucianeprado/3728751518209116861,"Story do Instagram",,Total,263,216,1,0,0,214,,,
18095604043663637,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/24/2025 06:50",https://www.instagram.com/stories/institutolucianeprado/3728751405743070123,"Story do Instagram",,Total,278,217,2,0,0,232,,7,
18086645902921947,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@cetaphilbrasil @elielder_  Obrigado pela visita Cetaphil 💚 Sempre bom trocar conhecimento e cuidados",0,"09/24/2025 06:49",https://www.instagram.com/stories/institutolucianeprado/3728750858117907184,"Story do Instagram",,Total,565,443,5,0,0,236,,,
18077229163843066,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Novidades incríveis para o cuidado com a pele! Visita especial da Cetaphil 💚 @cetaphilbrasil @elielder_",17,"09/24/2025 06:37",https://www.instagram.com/stories/institutolucianeprado/3728744768214997850,"Story do Instagram",,Total,542,434,2,1,1,236,,,
17973652556945034,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Iniciamos nossa manhã com um treinamento especial. Sempre em busca de melhorar nosso atendimento ✨ @prirosaa11 @julia_wolney",15,"09/24/2025 06:28",https://www.instagram.com/stories/institutolucianeprado/3728740300257841848,"Story do Instagram",,Total,501,375,5,0,1,247,1,,1
18103823986589769,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,60,"09/23/2025 07:22",https://www.instagram.com/stories/institutolucianeprado/3728042903130393873,"Story do Instagram",,Total,245,206,6,0,1,222,,,
18064849688582175,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,60,"09/23/2025 05:45",https://www.instagram.com/stories/institutolucianeprado/3727993863739073707,"Story do Instagram",,Total,278,233,6,0,0,246,2,,1
18105879520604025,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/22/2025 12:46",https://www.instagram.com/stories/institutolucianeprado/3727480863576939830,"Story do Instagram",,Total,290,210,4,0,0,245,1,12,
18175454992349516,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,6,"09/22/2025 12:45",https://www.instagram.com/stories/institutolucianeprado/3727480743368146829,"Story do Instagram",,Total,258,213,4,0,0,222,1,6,
18101069437616759,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/22/2025 12:45",https://www.instagram.com/stories/institutolucianeprado/3727480400785773389,"Story do Instagram",,Total,261,223,5,0,0,239,,12,
17928814890101774,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Tecnologia que estimula colágeno, trazendo um olhar mais jovem e sem flacidez. 🌟 @danyfreitas_",21,"09/22/2025 12:42",https://www.instagram.com/stories/institutolucianeprado/3727479048542218790,"Story do Instagram",,Total,312,261,5,0,0,250,,,
18112887364531134,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Firmeza e rejuvenescimento para o rosto ✨ @danyfreitas_",30,"09/22/2025 12:37",https://www.instagram.com/stories/institutolucianeprado/3727476756061474638,"Story do Instagram",,Total,338,277,5,0,0,259,,,
18165365017365979,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Quer manter os lábios e unhas hidratados? @yasminpugliesi  Tenha sempre a vaselina ao seu lado!",33,"09/22/2025 07:18",https://www.instagram.com/stories/institutolucianeprado/3727321422964482519,"Story do Instagram",,Total,861,649,5,5,1,299,3,,
18058089560576820,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Procedimento rápido e definitivo para um problema persistente! @yasminpugliesi",33,"09/19/2025 09:06",https://www.instagram.com/stories/institutolucianeprado/3725196147090801387,"Story do Instagram",,Total,395,327,3,0,0,153,,,
17909471244217594,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Esse hábito aumenta o
risco de unha encravada! ⚠️ @yasminpugliesi",18,"09/19/2025 09:00",https://www.instagram.com/stories/institutolucianeprado/3725192924011473061,"Story do Instagram",,Total,387,315,3,0,0,161,,,
18082546291936941,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@yasminpugliesi  O desconforto da unha encravada que volta sempre… Muitas vezes só a cirurgia resolve!",36,"09/19/2025 08:56",https://www.instagram.com/stories/institutolucianeprado/3725191207542869290,"Story do Instagram",,Total,436,337,4,0,0,164,,,
18079820545954047,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Cada detalhe pensado de forma especial  Tudo feito com naturalidade, respeitando as características de cada paciente. @drosternopotenciano",20,"09/19/2025 08:49",https://www.instagram.com/stories/institutolucianeprado/3725187712228030469,"Story do Instagram",,Total,277,223,3,0,0,169,,,
17881929828385660,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/19/2025 08:44",https://www.instagram.com/stories/institutolucianeprado/3725185207574205225,"Story do Instagram",,Total,227,184,5,0,0,200,,,
18374823607183893,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/18/2025 16:04",https://www.instagram.com/stories/institutolucianeprado/3724681577737758674,"Story do Instagram",,Total,205,174,2,0,0,188,,,
18106854289560328,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","RedTouch + CO2 + DNA do salmão Tratamento que suaviza cicatrizes e acelera a recuperação da pele @danyfreitas_",25,"09/18/2025 13:32",https://www.instagram.com/stories/institutolucianeprado/3724605300738764840,"Story do Instagram",,Total,558,441,3,0,0,205,,,
17852140167542979,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Naturalidade e cuidado sem exagero ✨Botox também é pra eles!  @yasminpugliesi",16,"09/18/2025 13:26",https://www.instagram.com/stories/institutolucianeprado/3724602164766748128,"Story do Instagram",,Total,532,419,3,0,0,201,,,
17984150462894572,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Sai a seca, chegam as chuvas, mas o cuidado com a pele permanece: filtro solar todo dia! @yasminpugliesi",34,"09/18/2025 13:23",https://www.instagram.com/stories/institutolucianeprado/3724601411234862156,"Story do Instagram",,Total,617,450,5,0,0,226,,,
18085526011896958,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Estimula o crescimento, fortalece os fios e cuida do couro cabeludo. @danyfreitas_",27,"09/18/2025 07:50",https://www.instagram.com/stories/institutolucianeprado/3724432833666625132,"Story do Instagram",,Total,338,281,0,0,0,245,1,,
17937344472074362,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Você sabe para que serve o MMP Capilar? Ele vai muito além do que você imagina! @danyfreitas_",36,"09/18/2025 07:43",https://www.instagram.com/stories/institutolucianeprado/3724429729311289052,"Story do Instagram",,Total,359,299,1,0,0,259,,,
17975595590926055,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Adeus suor excessivo 👋 Botox nas axilas vai além da estética, é conforto diário!",21,"09/18/2025 07:19",https://www.instagram.com/stories/institutolucianeprado/3724417387630483885,"Story do Instagram",,Total,312,260,2,1,0,272,1,,
18077429096093468,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,60,"09/18/2025 07:16",https://www.instagram.com/stories/institutolucianeprado/3724416101824624180,"Story do Instagram",,Total,333,284,5,0,1,300,,,
18186908308324730,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Calvice nem sempre é sinônimo de transplante capilar! @danyfreitas_ @drosternopotenciano",27,"09/16/2025 12:31",https://www.instagram.com/stories/institutolucianeprado/3723124828053509711,"Story do Instagram",,Total,420,324,1,3,0,172,,,
18037762670466998,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",@drosternopotenciano,40,"09/16/2025 12:08",https://www.instagram.com/stories/institutolucianeprado/3723113368745247847,"Story do Instagram",,Total,445,344,2,0,1,220,,,
18056974715544408,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/13/2025 19:57",https://www.instagram.com/stories/institutolucianeprado/3721174774622252796,"Story do Instagram",,Total,324,279,2,0,0,286,,2,
18310355800170964,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,15,"09/13/2025 10:40",https://www.instagram.com/stories/institutolucianeprado/3720894687767200497,"Story do Instagram",,Total,356,308,4,0,0,322,1,,
18090452473816677,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/12/2025 18:09",https://www.instagram.com/stories/institutolucianeprado/3720395758906696011,"Story do Instagram",,Total,359,292,0,0,0,315,6,,
18102330061607517,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,15,"09/12/2025 05:33",https://www.instagram.com/stories/institutolucianeprado/3720015583945705543,"Story do Instagram",,Total,230,202,1,0,0,199,2,,
18041512166394243,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Blackpeel para uma pele mais lisa, uniforme e iluminada ✨ @danyfreitas_",21,"09/11/2025 07:20",https://www.instagram.com/stories/institutolucianeprado/3719344429790679455,"Story do Instagram",,Total,359,299,1,0,0,242,,,
18127789669462269,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Cuidar da pele é essencial durante o tempo seco! @yasminpugliesi ⚠️ Hidratação e proteção redobradas!",43,"09/11/2025 06:32",https://www.instagram.com/stories/institutolucianeprado/3719320150365732468,"Story do Instagram",,Total,283,256,4,0,0,265,,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18168792736363696.",Total,530,419,5,0,0,273,1,,
18055821887166932,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@yasminpugliesi  Atenção a lesões que não cicatrizam! ⚠️ Elas podem evoluir para um câncer de pele!",50,"09/11/2025 04:40",https://www.instagram.com/stories/institutolucianeprado/3719263819411762088,"Story do Instagram",,Total,591,457,4,0,0,329,1,,
17993412383685907,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/10/2025 15:49",https://www.instagram.com/stories/institutolucianeprado/3718875700036414634,"Story do Instagram",,Total,604,481,4,0,1,491,2,19,
18034812329704200,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/10/2025 11:21",https://www.instagram.com/stories/institutolucianeprado/3718740770157546524,"Story do Instagram",,Total,545,457,4,0,0,474,3,2,
18164584828368886,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,15,"09/10/2025 03:35",https://www.instagram.com/stories/institutolucianeprado/3718506323067842255,"Story do Instagram",,Total,659,543,8,0,0,333,2,,
